,item_id,Wrong_S,Right_S,category,Wrong_W,Right_W,loc,difficulty,reason
80,81,"""운동 후에 겨땀이 많이 났어."""," ""운동 후에 곁땀이 많이 났어.""",0," ""겨땀"""," ""곁땀"""," ""운동 후에 [곁땀]이 많이 났어.""",5," '겨드랑이'와 '땀'이 합쳐진 말로, 겨드랑이에서 나는 땀을 속되게 이르는 말이다. 표준어는 '곁땀'이다."
81,82,"""불쾌한 냄새는 전형적인 겨땀 때문이야."""," ""불쾌한 냄새는 전형적인 곁땀 때문이야.""",0," ""겨땀"""," ""곁땀"""," ""불쾌한 냄새는 전형적인 [곁땀] 때문이야.""",5," '겨드랑이'와 '땀'이 합쳐진 말로, 겨드랑이에서 나는 땀을 속되게 이르는 말이다. 표준어는 '곁땀'이다."
82,83,"""운동할 때마다 겨땀 때문에 불편해."""," ""운동할 때마다 곁땀 때문에 불편해.""",0," ""겨땀"""," ""곁땀"""," ""운동할 때마다 [곁땀] 때문에 불편해.""",5," '겨드랑이'와 '땀'이 합쳐진 말로, 겨드랑이에서 나는 땀을 속되게 이르는 말이다. 표준어는 '곁땀'이다."
83,84,"""이 지역은 고냉지 농업에 적합한 기후를 가지고 있다."""," ""이 지역은 고랭지 농업에 적합한 기후를 가지고 있다.""",0," ""고냉지"""," ""고랭지"""," ""이 지역은 [고랭지] 농업에 적합한 기후를 가지고 있다.""",2, '고랭지'는 해발 고도가 높은 지역에서 재배한 채소나 과일 따위를 이르는 말이다.
84,85,"""우리 가족은 고냉지에서 재배된 배추를 구입했다."""," ""우리 가족은 고랭지에서 재배된 배추를 구입했다.""",0," ""고냉지"""," ""고랭지"""," ""우리 가족은 [고랭지]에서 재배된 배추를 구입했다.""",2, '고랭지'는 해발 고도가 높은 지역에서 재배한 채소나 과일 따위를 이르는 말이다.
85,86,"""이곳은 고냉지의 조건을 잘 활용하고 있다."""," ""이곳은 고랭지의 조건을 잘 활용하고 있다.""",0," ""고냉지"""," ""고랭지"""," ""이곳은 [고랭지]의 조건을 잘 활용하고 있다.""",2, '고랭지'는 해발 고도가 높은 지역에서 재배한 채소나 과일 따위를 이르는 말이다.
86,87,"""항상 곰곰히 생각해보고 결정을 내려야 해."""," ""항상 곰곰이 생각해보고 결정을 내려야 해.""",0," ""곰곰히"""," ""곰곰이"""," ""항상 [곰곰이] 생각해보고 결정을 내려야 해.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
87,88,"""그 문제를 곰곰히 분석해 보았다."""," ""그 문제를 곰곰이 분석해 보았다.""",0," ""곰곰히"""," ""곰곰이"""," ""그 문제를 [곰곰이] 분석해 보았다.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
88,89,"""그녀는 과거를 곰곰히 되짚어보았다."""," ""그녀는 과거를 곰곰이 되짚어보았다.""",0," ""곰곰히"""," ""곰곰이"""," ""그녀는 과거를 [곰곰이] 되짚어보았다.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
89,90,"""그는 항상 곰곰히 생각한다."""," ""그는 항상 곰곰이 생각한다.""",0," ""곰곰히"""," ""곰곰이"""," ""그는 항상 [곰곰이] 생각한다.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
90,91,"""그 일을 곰곰히 생각해 봐."""," ""그 일을 곰곰이 생각해 봐.""",0," ""곰곰히"""," ""곰곰이"""," ""그 일을 [곰곰이] 생각해 봐.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
91,92,"""곰곰히 고민하고 나서 답을 내리자."""," ""곰곰이 고민하고 나서 답을 내리자.""",0," ""곰곰히"""," ""곰곰이"""," ""[곰곰이] 고민하고 나서 답을 내리자.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
92,93,"""문제를 곰곰히 분석해보면 답이 나올 거야."""," ""문제를 곰곰이 분석해보면 답이 나올 거야.""",0," ""곰곰히"""," ""곰곰이"""," ""문제를 [곰곰이] 분석해보면 답이 나올 거야.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
93,94,"""회사를 곰곰히 분석하여 전략을 세웠다."""," ""회사를 곰곰이 분석하여 전략을 세웠다.""",0," ""곰곰히"""," ""곰곰이"""," ""회사를 [곰곰이] 분석하여 전략을 세웠다.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
94,95,"""그녀는 곰곰히 생각에 잠겼다."""," ""그녀는 곰곰이 생각에 잠겼다.""",0," ""곰곰히"""," ""곰곰이"""," ""그녀는 [곰곰이] 생각에 잠겼다.""",2, 부사 '곰곰'에 접미사 '-이'가 결합한 말이므로 '곰곰이'와 같이 적습니다.
95,96,"""곱배기로 주문하니 양이 많았어."""," ""곱빼기로 주문하니 양이 많았어.""",0," ""곱배기"""," ""곱빼기"""," ""[곱빼기]로 주문하니 양이 많았어.""",2, '곱빼기'는 명사로 두 그릇의 몫이라는 뜻이다.
96,97,"""불고기를 곱배기로 주세요."""," ""불고기를 곱빼기로 주세요.""",0," ""곱배기"""," ""곱빼기"""," ""불고기를 [곱빼기]로 주세요.""",2, '곱빼기'는 명사로 두 그릇의 몫이라는 뜻이다.
97,98,"""면을 곱배기로 먹었더니 배가 너무 불러."""," ""면을 곱빼기로 먹었더니 배가 너무 불러.""",0," ""곱배기"""," ""곱빼기"""," ""면을 [곱빼기]로 먹었더니 배가 너무 불러.""",2, '곱빼기'는 명사로 두 그릇의 몫이라는 뜻이다.
98,99,"""식사를 할 때 공기밥이 부족하면 말씀해 주세요."""," ""식사를 할 때 공깃밥이 부족하면 말씀해 주세요.""",0," ""공기밥"""," ""공깃밥"""," ""식사를 할 때 [공깃밥]이 부족하면 말씀해 주세요.""",2, '공기'와 '밥'이 결합한 합성어로 사이시옷 규정에 따라 앞말인 '공'과 뒷말인 '기'가 합쳐져 [꽁]으로 발음되므로 사잇소리 현상이다. 따라서 표기할 때는 사이시옷을 받쳐 적어 '공깃밥'이라고 해야 한다.
99,100,"""고기와 함께 나오는 공기밥 양이 적어서 아쉬웠다."""," ""고기와 함께 나오는 공깃밥 양이 적어서 아쉬웠다.""",0," ""공기밥"""," ""공깃밥"""," ""고기와 함께 나오는 [공깃밥] 양이 적어서 아쉬웠다.""",2, '공기'와 '밥'이 결합한 합성어로 사이시옷 규정에 따라 앞말인 '공'과 뒷말인 '기'가 합쳐져 [꽁]으로 발음되므로 사잇소리 현상이다. 따라서 표기할 때는 사이시옷을 받쳐 적어 '공깃밥'이라고 해야 한다.
100,101,"""햇반 대신에 공기밥을 추가할 수 있나요?"""," ""햇반 대신에 공깃밥을 추가할 수 있나요?""",0," ""공기밥"""," ""공깃밥"""," ""햇반 대신에 [공깃밥]을 추가할 수 있나요?""",2, '공기'와 '밥'이 결합한 합성어로 사이시옷 규정에 따라 앞말인 '공'과 뒷말인 '기'가 합쳐져 [꽁]으로 발음되므로 사잇소리 현상이다. 따라서 표기할 때는 사이시옷을 받쳐 적어 '공깃밥'이라고 해야 한다.
101,102,"""머리를 덮고 있는 구렛나루가 멋져 보였어."""," ""머리를 덮고 있는 구레나룻이 멋져 보였어.""",0," ""구렛나루"""," ""구레나룻"""," ""머리를 덮고 있는 [구레나룻]이 멋져 보였어.""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
102,103,"""면도 후에도 구렛나루가 너무 빨리 자라."""," ""면도 후에도 구레나룻이 너무 빨리 자라.""",0," ""구렛나루"""," ""구레나룻"""," ""면도 후에도 [구레나룻]이 너무 빨리 자라.""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
103,104,"""구렛나루가 없는 얼굴은 낯설어."""," ""구레나룻이 없는 얼굴은 낯설어.""",0," ""구렛나루"""," ""구레나룻"""," ""[구레나룻]이 없는 얼굴은 낯설어.""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
104,105,"""고양이의 구렛나루가 매우 길었다."""," ""고양이의 구레나룻이 매우 길었다.""",0," ""구렛나루"""," ""구레나룻"""," ""고양이의 [구레나룻]이 매우 길었다.""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
105,106,"""그 남자의 구렛나루는 얼굴 윤곽을 감싸주었다."""," ""그 남자의 구레나룻은 얼굴 윤곽을 감싸주었다.""",0," ""구렛나루"""," ""구레나룻"""," ""그 남자의 [구레나룻]은 얼굴 윤곽을 감싸주었다.""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
106,107,"""그는 구렛나루를 깔끔하게 정리했다."""," ""그는 구레나룻을 깔끔하게 정리했다.""",0," ""구렛나루"""," ""구레나룻"""," ""그는 [구레나룻]을 깔끔하게 정리했다.""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
107,108,"""그 배우는 구렛나루 덕분에 인상이 강렬하다."""," ""그 배우는 구레나룻 덕분에 인상이 강렬하다.""",0," ""구렛나루"""," ""구레나룻"""," ""그 배우는 [구레나룻] 덕분에 인상이 강렬하다.""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
108,109,"""구렛나루가 길게 자라면 어떻게 해야 할까요?"""," ""구레나룻이 길게 자라면 어떻게 해야 할까요?""",0," ""구렛나루"""," ""구레나룻"""," ""[구레나룻]이 길게 자라면 어떻게 해야 할까요?""",5," '구레나룻'은 귀밑에서 턱까지 잇따라 난 수염을 뜻하는 말로, 고유어이다."
109,110,"""아이들이 숙제를 하면서 계속 궁시렁거렸다."""," ""아이들이 숙제를 하면서 계속 구시렁거렸다.""",0," ""궁시렁거렸다"""," ""구시렁거렸다"""," ""아이들이 숙제를 하면서 계속 [구시렁거렸다].""",4, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
110,111,"""아이들은 작은 일에도 궁시렁거리곤 했다."""," ""아이들은 작은 일에도 구시렁거리곤 했다.""",0," ""궁시렁거리곤"""," ""구시렁거리곤"""," ""아이들은 작은 일에도 [구시렁거리곤] 했다.""",5, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
111,112,"""아침에 일어나자마자 궁시렁거리는 소리가 들렸다."""," ""아침에 일어나자마자 구시렁거리는 소리가 들렸다.""",0," ""궁시렁거리는"""," ""구시렁거리는"""," ""아침에 일어나자마자 [구시렁거리는] 소리가 들렸다.""",5, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
112,113,"""할머니께서 궁시렁거리며 방으로 들어가셨다."""," ""할머니께서 구시렁거리며 방으로 들어가셨다.""",0," ""궁시렁거리며"""," ""구시렁거리며"""," ""할머니께서 [구시렁거리며] 방으로 들어가셨다.""",5, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
113,114,"""그는 중요한 일도 궁시렁거리며 미루곤 한다."""," ""그는 중요한 일도 구시렁거리며 미루곤 한다.""",0," ""궁시렁거리며"""," ""구시렁거리며"""," ""그는 중요한 일도 [구시렁거리며] 미루곤 한다.""",5, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
114,115,"""친구가 계속 궁시렁거리면서 불평만 한다."""," ""친구가 계속 구시렁거리면서 불평만 한다.""",0," ""궁시렁거리면서"""," ""구시렁거리면서"""," ""친구가 계속 [구시렁거리면서] 불평만 한다.""",5, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
115,116,"""그는 항상 불만을 궁시렁거린다."""," ""그는 항상 불만을 구시렁거린다.""",0," ""궁시렁거린다"""," ""구시렁거린다"""," ""그는 항상 불만을 [구시렁거린다].""",5, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
116,117,"""그의 궁시렁거림이 점점 커져 갔다."""," ""그의 구시렁거림이 점점 커져 갔다.""",0," ""궁시렁거림"""," ""구시렁거림"""," ""그의 [구시렁거림]이 점점 커져 갔다.""",5, '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
117,118,"""구지 설명하지 않아도 다들 알 거야."""," ""굳이 설명하지 않아도 다들 알 거야.""",0," ""구지"""," ""굳이"""," ""[굳이] 설명하지 않아도 다들 알 거야.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
118,119,"""이 일을 구지 해야 하느냐는 질문이 있었습니다."""," ""이 일을 굳이 해야 하느냐는 질문이 있었습니다.""",0," ""구지"""," ""굳이"""," ""이 일을 [굳이] 해야 하느냐는 질문이 있었습니다.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
119,120,"""구지 말하자면 나는 그 계획에 동의하지 않아."""," ""굳이 말하자면 나는 그 계획에 동의하지 않아.""",0," ""구지"""," ""굳이"""," ""[굳이] 말하자면 나는 그 계획에 동의하지 않아.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
120,121,"""궂이 그런 일을 해야 했니?"""," ""굳이 그런 일을 해야 했니?""",0," ""궂이"""," ""굳이"""," ""[굳이] 그런 일을 해야 했니?""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
121,122,"""궂이 말하지 않아도 알아."""," ""굳이 말하지 않아도 알아.""",0," ""궂이"""," ""굳이"""," ""[굳이] 말하지 않아도 알아.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
122,123,"""그는 궂이 친구 집에 갔다."""," ""그는 굳이 친구 집에 갔다.""",0," ""궂이"""," ""굳이"""," ""그는 [굳이] 친구 집에 갔다.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
123,124,"""그 일을 구지 할 필요는 없어."""," ""그 일을 굳이 할 필요는 없어.""",0," ""구지"""," ""굳이"""," ""그 일을 [굳이] 할 필요는 없어.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
124,125,"""구지 설명하지 않아도 이해했어."""," ""굳이 설명하지 않아도 이해했어.""",0," ""구지"""," ""굳이"""," ""[굳이] 설명하지 않아도 이해했어.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
125,126,"""구지 시간을 낭비하지 말자."""," ""굳이 시간을 낭비하지 말자.""",0," ""구지"""," ""굳이"""," ""[굳이] 시간을 낭비하지 말자.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
126,127,"""구지 그렇게까지 할 필요는 없어."""," ""굳이 그렇게까지 할 필요는 없어.""",0," ""구지"""," ""굳이"""," ""[굳이] 그렇게까지 할 필요는 없어.""",1, '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
